transaction_id,date,month,quarter,is_ramadan_period,product_name,category,sub_category,brand,outlet_name,outlet_type,region,city,distributor_name,qty_sold,sell_in_value,sell_out_value,stock_available
3423,2025-03-30,March,1,True,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi Kalimantan 5,154,2468125,1864451,43
3424,2025-03-07,March,1,True,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Toko Surabaya 32,General Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,51,2761038,2125814,45
3425,2025-03-31,March,1,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Swalayan Banjarmasin 116,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 3,146,2680443,2273711,179
3426,2025-02-15,February,1,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Minimarket Lubuklinggau 4,General Trade,Sumatera Selatan,Lubuklinggau,PT Distribusi SumateraSelatan 11,68,2282844,2087720,5
3427,2025-09-12,September,3,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Minimarket Binjai 55,General Trade,Sumatera Utara,Binjai,PT Distribusi JawaBarat 7,84,991152,961234,395
3428,2025-05-13,May,2,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Toko Palembang 49,General Trade,Sumatera Selatan,Palembang,PT Distribusi JawaTimur 12,12,1331198,1198971,457
3429,2025-03-15,March,1,True,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Warung Kediri 54,Modern Trade,Jawa Timur,Kediri,PT Distribusi SumateraUtara 4,107,2317924,2178384,12
3430,2025-02-24,February,1,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Warung Kediri 12,General Trade,Jawa Timur,Kediri,PT Distribusi SumateraUtara 6,61,78704,65652,368
3431,2025-11-17,November,4,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Warung Bekasi 94,Modern Trade,Jawa Barat,Bekasi,PT Distribusi Kalimantan 5,126,674535,546156,179
3432,2025-10-13,October,4,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Makassar 11,Modern Trade,Sulawesi,Makassar,PT Distribusi Sulawesi 8,105,2292937,1808869,481
3433,2025-06-12,June,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Minimarket Banjarmasin 13,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi JawaTimur 12,33,1974545,1784358,93
3434,2025-07-21,July,3,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Minimarket Jakarta Timur 1,General Trade,Jakarta,Jakarta Timur,PT Distribusi Jakarta 9,101,1804500,1645390,198
3435,2025-06-29,June,2,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Makassar 101,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaBarat 7,40,595351,484314,39
3436,2025-11-15,November,4,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Swalayan Balikpapan 114,Modern Trade,Kalimantan,Balikpapan,PT Distribusi JawaBarat 7,140,1903873,1651507,432
3437,2025-05-19,May,2,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Swalayan Binjai 80,General Trade,Sumatera Utara,Binjai,PT Distribusi Kalimantan 5,122,2009081,1890283,339
3438,2025-03-23,March,1,True,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 11,75,2193356,1652606,211
3439,2025-02-25,February,1,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi Kalimantan 5,129,2422404,2086115,154
3440,2025-03-16,March,1,True,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 6,98,1300041,1067005,157
3441,2025-08-03,August,3,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Toko Malang 97,General Trade,Jawa Timur,Malang,PT Distribusi JawaBarat 7,141,689045,666939,77
3442,2025-02-14,February,1,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Swalayan Makassar 102,General Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 11,111,1110227,987056,384
3443,2025-07-02,July,3,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Swalayan Banjarmasin 46,General Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 5,148,771703,581828,204
3444,2025-12-04,December,4,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Swalayan Bandung 36,General Trade,Jawa Barat,Bandung,PT Distribusi Kalimantan 5,23,568939,439930,363
3445,2025-11-10,November,4,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Bekasi 100,Modern Trade,Jawa Barat,Bekasi,PT Distribusi SumateraUtara 4,140,2358675,1812572,75
3446,2025-08-26,August,3,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Minimarket Jakarta Timur 1,General Trade,Jakarta,Jakarta Timur,PT Distribusi SumateraSelatan 11,110,1029377,844651,172
3447,2025-12-13,December,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Minimarket Makassar 101,Modern Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 5,129,2158435,2019101,370
3448,2025-02-03,February,1,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Swalayan Medan 67,General Trade,Sumatera Utara,Medan,PT Distribusi Kalimantan 5,108,2301671,1738534,207
3449,2025-07-27,July,3,False,Ceria Lotion,Personal Care,Lotion,Ceria,Minimarket Balikpapan 111,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 1,89,462466,433704,22
3450,2025-04-04,April,2,False,Ceria Sampo,Personal Care,Sampo,Ceria,Warung Surabaya 21,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 6,80,872391,786022,142
3451,2025-02-12,February,1,False,Segar Alam Sabun Cuci Piring,Household,Sabun Cuci Piring,Segar Alam,Swalayan Makassar 93,Modern Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 3,64,172924,134404,205
3452,2025-01-27,January,1,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Warung Banjarmasin 79,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi JawaTimur 12,136,1827898,1372685,484
3453,2025-05-03,May,2,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Toko Solo 19,General Trade,Jawa Tengah,Solo,PT Distribusi SumateraSelatan 2,130,1665019,1269011,29
3454,2025-04-14,April,2,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi JawaTimur 12,52,490546,435003,281
3455,2025-10-31,October,4,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Toko Surabaya 78,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 1,21,425245,397920,16
3456,2025-01-07,January,1,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Minimarket Bandung 39,Modern Trade,Jawa Barat,Bandung,PT Distribusi Sulawesi 8,30,1059576,820743,353
3457,2025-09-12,September,3,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Minimarket Banjarmasin 13,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Jakarta 10,120,2785657,2444688,23
3458,2025-02-23,February,1,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Toko Malang 97,General Trade,Jawa Timur,Malang,PT Distribusi JawaBarat 7,40,1538049,1395411,315
3459,2025-01-27,January,1,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Swalayan Bogor 65,General Trade,Jawa Barat,Bogor,PT Distribusi Kalimantan 5,26,2490390,2238968,432
3460,2025-11-22,November,4,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Warung Makassar 106,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,85,1579488,1519295,321
3461,2025-03-03,March,1,True,Ceria Sampo,Personal Care,Sampo,Ceria,Minimarket Binjai 27,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Sulawesi 8,123,1382144,1143959,84
3462,2025-12-28,December,4,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Warung Binjai 3,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Sulawesi 8,43,2390890,2083783,444
3463,2025-08-16,August,3,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Toko Surabaya 96,Modern Trade,Jawa Timur,Surabaya,PT Distribusi SumateraSelatan 1,121,627143,582778,306
3464,2025-01-29,January,1,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Toko Bekasi 30,Modern Trade,Jawa Barat,Bekasi,PT Distribusi Sulawesi 8,29,1792740,1388172,14
3465,2025-10-10,October,4,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Warung Jakarta Pusat 66,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraSelatan 2,121,698559,544770,103
3466,2025-12-13,December,4,False,Nuansa Minyak Goreng,Food & Beverage,Minyak Goreng,Nuansa,Warung Jakarta Selatan 113,General Trade,Jakarta,Jakarta Selatan,PT Distribusi Jakarta 10,99,1104088,950242,396
3467,2025-03-03,March,1,True,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Swalayan Semarang 26,Modern Trade,Jawa Tengah,Semarang,PT Distribusi Sulawesi 8,121,1401099,1063816,449
3468,2025-08-03,August,3,False,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Minimarket Balikpapan 111,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 2,2,813619,759596,280
3469,2025-01-08,January,1,False,Segar Alam Deterjen,Household,Deterjen,Segar Alam,Swalayan Makassar 93,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaTimur 12,141,1586526,1476114,238
3470,2025-09-14,September,3,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Toko Bandung 2,General Trade,Jawa Barat,Bandung,PT Distribusi Kalimantan 3,66,2856533,2712761,99
3471,2025-03-11,March,1,True,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Warung Jakarta Selatan 113,General Trade,Jakarta,Jakarta Selatan,PT Distribusi JawaBarat 7,67,1022848,995398,62
3472,2025-07-20,July,3,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Minimarket Bogor 5,Modern Trade,Jawa Barat,Bogor,PT Distribusi JawaBarat 7,98,2363100,1963865,233
3473,2025-05-13,May,2,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Balikpapan 86,General Trade,Kalimantan,Balikpapan,PT Distribusi Sulawesi 8,6,1681305,1570666,349
3474,2025-12-16,December,4,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Minimarket Medan 9,General Trade,Sumatera Utara,Medan,PT Distribusi JawaBarat 7,31,1081412,954837,468
3475,2025-07-06,July,3,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Toko Surabaya 96,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Kalimantan 3,23,1399953,1067647,59
3476,2025-07-28,July,3,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Warung Makassar 106,Modern Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 3,100,354924,266553,475
3477,2025-01-05,January,1,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Swalayan Semarang 26,Modern Trade,Jawa Tengah,Semarang,PT Distribusi SumateraUtara 6,12,2771171,2411519,132
3478,2025-03-22,March,1,True,Nuansa Lotion,Personal Care,Lotion,Nuansa,Minimarket Magelang 109,Modern Trade,Jawa Tengah,Magelang,PT Distribusi SumateraUtara 4,40,3710671,3242326,113
3479,2025-10-23,October,4,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Swalayan Banjarmasin 37,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Jakarta 9,75,2161367,1653814,12
3480,2025-01-06,January,1,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Toko Makassar 117,General Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 2,109,2569463,2405415,38
3481,2025-01-08,January,1,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Warung Banjarmasin 110,General Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraUtara 4,12,668073,516563,466
3482,2025-02-06,February,1,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Bandung 61,Modern Trade,Jawa Barat,Bandung,PT Distribusi JawaTimur 12,94,2357074,2304056,357
3483,2025-05-29,May,2,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Swalayan Banjarmasin 92,General Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraUtara 4,60,2850732,2706996,314
3484,2025-06-18,June,2,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Swalayan Makassar 40,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,24,442051,331857,8
3485,2025-03-02,March,1,True,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Swalayan Bandung 36,General Trade,Jawa Barat,Bandung,PT Distribusi Sulawesi 8,151,1594240,1477545,79
3486,2025-09-09,September,3,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 10,109,562877,463592,126
3487,2025-10-10,October,4,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Toko Makassar 42,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaTimur 12,29,623846,546228,39
3488,2025-08-18,August,3,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Bandung 43,General Trade,Jawa Barat,Bandung,PT Distribusi SumateraSelatan 2,35,1032348,914890,391
3489,2025-10-16,October,4,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Swalayan Bogor 65,General Trade,Jawa Barat,Bogor,PT Distribusi SumateraSelatan 2,88,1569514,1270847,192
3490,2025-11-24,November,4,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Swalayan Balikpapan 98,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 11,119,724344,581089,196
3491,2025-01-10,January,1,False,Nuansa Pasta Gigi,Personal Care,Pasta Gigi,Nuansa,Swalayan Bandung 38,General Trade,Jawa Barat,Bandung,PT Distribusi Kalimantan 5,112,1601102,1485008,216
3492,2025-08-25,August,3,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Toko Solo 19,General Trade,Jawa Tengah,Solo,PT Distribusi SumateraSelatan 1,92,321194,273514,13
3493,2025-08-24,August,3,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,119,563815,469759,412
3494,2025-05-15,May,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Balikpapan 84,Modern Trade,Kalimantan,Balikpapan,PT Distribusi Sulawesi 8,137,2739460,2528814,246
3495,2025-12-07,December,4,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Warung Surabaya 8,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 4,26,2091267,1721429,116
3496,2025-09-29,September,3,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Minimarket Bekasi 100,Modern Trade,Jawa Barat,Bekasi,PT Distribusi Kalimantan 3,114,1293639,1214607,430
3497,2025-06-04,June,2,False,Ceria Mi Instan,Food & Beverage,Mi Instan,Ceria,Minimarket Magelang 109,Modern Trade,Jawa Tengah,Magelang,PT Distribusi SumateraUtara 6,118,2867393,2269959,25
3498,2025-03-24,March,1,True,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Jakarta Pusat 23,General Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraUtara 6,93,2386085,2165629,206
3499,2025-03-17,March,1,True,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Minimarket Surabaya 24,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,186,1833118,1795204,229
3500,2025-08-02,August,3,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Minimarket Bogor 33,General Trade,Jawa Barat,Bogor,PT Distribusi Kalimantan 3,3,1917805,1726257,193
3501,2025-12-16,December,4,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Toko Solo 19,General Trade,Jawa Tengah,Solo,PT Distribusi Sulawesi 8,18,916237,885917,106
3502,2025-10-08,October,4,False,Harmoni Susu Bubuk,Food & Beverage,Susu Bubuk,Harmoni,Warung Bandung 61,Modern Trade,Jawa Barat,Bandung,PT Distribusi JawaBarat 7,36,1552125,1379622,111
3503,2025-09-28,September,3,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Swalayan Makassar 93,Modern Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,122,2597542,1979293,458
3504,2025-12-10,December,4,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Lubuklinggau 4,General Trade,Sumatera Selatan,Lubuklinggau,PT Distribusi Kalimantan 5,133,2244944,2196765,302
3505,2025-12-14,December,4,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Warung Jakarta Pusat 23,General Trade,Jakarta,Jakarta Pusat,PT Distribusi SumateraSelatan 1,86,1604058,1489859,132
3506,2025-01-04,January,1,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Minimarket Makassar 101,Modern Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 1,135,2583293,2396160,242
3507,2025-04-13,April,2,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Kediri 54,Modern Trade,Jawa Timur,Kediri,PT Distribusi JawaTimur 12,22,1423097,1262460,230
3508,2025-08-08,August,3,False,Ceria Lotion,Personal Care,Lotion,Ceria,Minimarket Bekasi 100,Modern Trade,Jawa Barat,Bekasi,PT Distribusi SumateraSelatan 1,81,854685,775042,377
3509,2025-06-14,June,2,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Medan 58,Modern Trade,Sumatera Utara,Medan,PT Distribusi SumateraSelatan 1,122,2147955,1905101,237
3510,2025-09-13,September,3,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Manado 44,General Trade,Sulawesi,Manado,PT Distribusi SumateraUtara 6,66,715993,608849,39
3511,2025-10-28,October,4,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Minimarket Balikpapan 111,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 1,62,2260267,1830193,432
3512,2025-04-03,April,2,False,Segar Alam Teh Celup,Food & Beverage,Teh Celup,Segar Alam,Minimarket Binjai 27,Modern Trade,Sumatera Utara,Binjai,PT Distribusi JawaBarat 7,34,1960260,1798710,92
3513,2025-01-31,January,1,False,Rumahku Pewangi Pakaian,Household,Pewangi Pakaian,Rumahku,Warung Jakarta Pusat 23,General Trade,Jakarta,Jakarta Pusat,PT Distribusi Kalimantan 3,38,2072264,1603426,389
3514,2025-02-08,February,1,False,Segar Alam Pembersih Lantai,Household,Pembersih Lantai,Segar Alam,Toko Manado 60,General Trade,Sulawesi,Manado,PT Distribusi SumateraUtara 6,126,1836464,1633629,495
3515,2025-09-09,September,3,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Minimarket Binjai 55,General Trade,Sumatera Utara,Binjai,PT Distribusi Kalimantan 3,15,1285339,1010599,452
3516,2025-10-06,October,4,False,Rumahku Kecap,Food & Beverage,Kecap,Rumahku,Minimarket Magelang 15,General Trade,Jawa Tengah,Magelang,PT Distribusi Kalimantan 5,69,2367299,1995524,283
3517,2025-04-30,April,2,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Toko Medan 48,Modern Trade,Sumatera Utara,Medan,PT Distribusi Kalimantan 3,27,1831871,1776422,4
3518,2025-04-17,April,2,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Warung Banjarmasin 110,General Trade,Kalimantan,Banjarmasin,PT Distribusi Kalimantan 3,48,174100,166553,382
3519,2025-07-31,July,3,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Swalayan Makassar 102,General Trade,Sulawesi,Makassar,PT Distribusi Jakarta 9,4,451207,441859,455
3520,2025-05-17,May,2,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Warung Bogor 87,General Trade,Jawa Barat,Bogor,PT Distribusi JawaBarat 7,69,2128091,2001745,31
3521,2025-08-05,August,3,False,Segar Alam Mi Instan,Food & Beverage,Mi Instan,Segar Alam,Minimarket Lubuklinggau 4,General Trade,Sumatera Selatan,Lubuklinggau,PT Distribusi SumateraSelatan 2,116,1998476,1904974,388
3522,2025-01-10,January,1,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Warung Manado 104,Modern Trade,Sulawesi,Manado,PT Distribusi SumateraSelatan 2,103,863771,736363,398
3523,2025-01-21,January,1,False,Harmoni Kecap,Food & Beverage,Kecap,Harmoni,Swalayan Banjarmasin 88,General Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraSelatan 1,9,1271403,1124123,106
3524,2025-04-05,April,2,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Warung Binjai 107,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Sulawesi 8,47,1114536,1070922,192
3525,2025-10-23,October,4,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Warung Banjarmasin 110,General Trade,Kalimantan,Banjarmasin,PT Distribusi SumateraSelatan 2,113,720709,633889,400
3526,2025-08-16,August,3,False,Segar Alam Susu Bubuk,Food & Beverage,Susu Bubuk,Segar Alam,Toko Surabaya 31,Modern Trade,Jawa Timur,Surabaya,PT Distribusi Jakarta 9,2,2314635,1854317,288
3527,2025-01-17,January,1,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Toko Bogor 51,Modern Trade,Jawa Barat,Bogor,PT Distribusi SumateraUtara 6,67,305288,239938,179
3528,2025-11-12,November,4,False,Nuansa Pewangi Pakaian,Household,Pewangi Pakaian,Nuansa,Warung Banjarmasin 79,Modern Trade,Kalimantan,Banjarmasin,PT Distribusi Jakarta 9,84,506028,460861,112
3529,2025-11-06,November,4,False,Harmoni Deodoran,Personal Care,Deodoran,Harmoni,Toko Medan 17,General Trade,Sumatera Utara,Medan,PT Distribusi Sulawesi 8,41,2118866,1676959,440
3530,2025-02-14,February,1,False,Harmoni Pasta Gigi,Personal Care,Pasta Gigi,Harmoni,Swalayan Binjai 115,Modern Trade,Sumatera Utara,Binjai,PT Distribusi Jakarta 10,31,1675782,1342482,333
3531,2025-01-25,January,1,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Minimarket Balikpapan 99,Modern Trade,Kalimantan,Balikpapan,PT Distribusi Jakarta 10,110,299559,233311,220
3532,2025-08-03,August,3,False,Rumahku Teh Celup,Food & Beverage,Teh Celup,Rumahku,Toko Bogor 51,Modern Trade,Jawa Barat,Bogor,PT Distribusi SumateraSelatan 11,85,769933,657778,85
3533,2025-10-11,October,4,False,Harmoni Deterjen,Household,Deterjen,Harmoni,Minimarket Bandung 39,Modern Trade,Jawa Barat,Bandung,PT Distribusi SumateraUtara 6,53,2516720,2170741,319
3534,2025-11-17,November,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Toko Medan 48,Modern Trade,Sumatera Utara,Medan,PT Distribusi SumateraSelatan 1,116,52393,45388,279
3535,2025-08-11,August,3,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Minimarket Binjai 105,General Trade,Sumatera Utara,Binjai,PT Distribusi SumateraSelatan 1,108,2126858,2081247,385
3536,2025-07-31,July,3,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Swalayan Balikpapan 112,General Trade,Kalimantan,Balikpapan,PT Distribusi SumateraSelatan 1,44,237044,207531,340
3537,2025-02-22,February,1,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Minimarket Semarang 108,General Trade,Jawa Tengah,Semarang,PT Distribusi Kalimantan 3,12,745851,591325,39
3538,2025-07-10,July,3,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Makassar 106,Modern Trade,Sulawesi,Makassar,PT Distribusi Kalimantan 5,61,2649195,2006744,132
3539,2025-10-05,October,4,False,Rumahku Minyak Goreng,Food & Beverage,Minyak Goreng,Rumahku,Toko Makassar 117,General Trade,Sulawesi,Makassar,PT Distribusi SumateraSelatan 1,150,994433,785473,80
3540,2025-06-28,June,2,False,Nuansa Deodoran,Personal Care,Deodoran,Nuansa,Toko Surabaya 32,General Trade,Jawa Timur,Surabaya,PT Distribusi SumateraUtara 4,45,77516,75206,125
3541,2025-07-03,July,3,False,Ceria Sampo,Personal Care,Sampo,Ceria,Swalayan Solo 6,General Trade,Jawa Tengah,Solo,PT Distribusi Kalimantan 3,96,2784585,2604235,176
3542,2025-01-31,January,1,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Swalayan Binjai 80,General Trade,Sumatera Utara,Binjai,PT Distribusi JawaTimur 12,58,1466184,1195301,407
3543,2025-12-16,December,4,False,Harmoni Sabun Mandi,Personal Care,Sabun Mandi,Harmoni,Minimarket Makassar 29,Modern Trade,Sulawesi,Makassar,PT Distribusi JawaBarat 7,149,2165160,2028812,413
3544,2025-10-14,October,4,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Swalayan Semarang 89,General Trade,Jawa Tengah,Semarang,PT Distribusi SumateraUtara 4,50,1080134,857985,83
3545,2025-05-31,May,2,False,Ceria Pembersih Lantai,Household,Pembersih Lantai,Ceria,Toko Surabaya 32,General Trade,Jawa Timur,Surabaya,PT Distribusi JawaBarat 7,42,2533428,2148736,3
3546,2025-10-03,October,4,False,Nuansa Sabun Mandi,Personal Care,Sabun Mandi,Nuansa,Swalayan Jakarta Pusat 45,Modern Trade,Jakarta,Jakarta Pusat,PT Distribusi Jakarta 10,138,2755785,2212931,64
3547,2025-05-18,May,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Swalayan Malang 35,Modern Trade,Jawa Timur,Malang,PT Distribusi SumateraSelatan 2,42,2481805,1894194,399
3548,2025-06-20,June,2,False,Harmoni Sabun Cuci Piring,Household,Sabun Cuci Piring,Harmoni,Warung Malang 77,General Trade,Jawa Timur,Malang,PT Distribusi JawaBarat 7,81,2615775,2323496,68
3549,2025-01-29,January,1,False,Harmoni Sampo,Personal Care,Sampo,Harmoni,Toko Solo 19,General Trade,Jawa Tengah,Solo,PT Distribusi SumateraUtara 4,128,1733964,1379472,246
3550,2025-08-24,August,3,False,Nuansa Lotion,Personal Care,Lotion,Nuansa,Swalayan Balikpapan 76,Modern Trade,Kalimantan,Balikpapan,PT Distribusi SumateraUtara 6,72,721311,551860,7
